gene_id,gene_name,gene_biotype,description,transcript_id,chrom,start,end,strand,TPU.length,ARE.cts
ENSMUSG00000059518,Znhit1,protein_coding,"zinc finger, HIT domain containing 1 [Source:MGI Symbol;Acc:MGI:1917353]",ENSMUST00000034953,5,136982194,136982513,-,320,0
ENSMUSG00000004846,Plod3,protein_coding,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 [Source:MGI Symbol;Acc:MGI:1347008]",ENSMUST00000004968,5,136996262,136996648,+,387,0
ENSMUSG00000037428,Vgf,protein_coding,VGF nerve growth factor inducible [Source:MGI Symbol;Acc:MGI:1343180],ENSMUST00000190827,5,137032840,137033351,+,512,2
ENSMUSG00000004849,Ap1s1,protein_coding,"adaptor protein complex AP-1, sigma 1 [Source:MGI Symbol;Acc:MGI:1098244]",ENSMUST00000111080,5,137034993,137035743,-,751,0
ENSMUSG00000037411,Serpine1,protein_coding,"serine (or cysteine) peptidase inhibitor, clade E, member 1 [Source:MGI Symbol;Acc:MGI:97608]",ENSMUST00000041388,5,137061504,137063173,-,1670,4
ENSMUSG00000043279,Trim56,protein_coding,tripartite motif-containing 56 [Source:MGI Symbol;Acc:MGI:2685298],ENSMUST00000054384,5,137105644,137112455,-,6812,9
ENSMUSG00000037390,Muc3,protein_coding,"mucin 3, intestinal [Source:MGI Symbol;Acc:MGI:1203527]",ENSMUST00000041226,5,137134922,137135443,-,522,3
ENSMUSG00000094840,Muc3a,protein_coding,"mucin 3A, cell surface associated [Source:MGI Symbol;Acc:MGI:3588263]",ENSMUST00000196391,5,137208813,137210036,-,1224,0
ENSMUSG00000023328,Ache,protein_coding,acetylcholinesterase [Source:MGI Symbol;Acc:MGI:87876],ENSMUST00000024099,5,137294239,137294466,+,228,2
ENSMUSG00000051502,Ufsp1,protein_coding,UFM1-specific peptidase 1 [Source:MGI Symbol;Acc:MGI:1917490],ENSMUST00000052825,5,137295444,137295665,+,222,1
ENSMUSG00000037364,Srrt,protein_coding,serrate RNA effector molecule homolog (Arabidopsis) [Source:MGI Symbol;Acc:MGI:1933527],ENSMUST00000040873,5,137295704,137295830,-,127,1
ENSMUSG00000023348,Trip6,protein_coding,thyroid hormone receptor interactor 6 [Source:MGI Symbol;Acc:MGI:1343458],ENSMUST00000024119,5,137309654,137310042,-,389,1
ENSMUSG00000037344,Slc12a9,protein_coding,"solute carrier family 12 (potassium/chloride transporters), member 9 [Source:MGI Symbol;Acc:MGI:1933532]",ENSMUST00000039991,5,137314558,137314950,-,393,0
ENSMUSG00000029710,Ephb4,protein_coding,Eph receptor B4 [Source:MGI Symbol;Acc:MGI:104757],ENSMUST00000111054,5,137373642,137374532,+,891,1
ENSMUSG00000079173,Zan,protein_coding,zonadhesin [Source:MGI Symbol;Acc:MGI:106656],ENSMUST00000117564,5,137378637,137378681,-,45,0
ENSMUSG00000029711,Epo,protein_coding,erythropoietin [Source:MGI Symbol;Acc:MGI:95407],ENSMUST00000031723,5,137483020,137483084,-,65,0
ENSMUSG00000029715,Pop7,protein_coding,"processing of precursor 7, ribonuclease P family, (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1921347]",ENSMUST00000111035,5,137501438,137501646,-,209,0
ENSMUSG00000029714,Gigyf1,protein_coding,GRB10 interacting GYF protein 1 [Source:MGI Symbol;Acc:MGI:1888677],ENSMUST00000031727,5,137525705,137527935,+,2231,1
ENSMUSG00000029713,Gnb2,protein_coding,"guanine nucleotide binding protein (G protein), beta 2 [Source:MGI Symbol;Acc:MGI:95784]",ENSMUST00000031726,5,137528127,137528502,-,376,0
ENSMUSG00000029712,Actl6b,protein_coding,actin-like 6B [Source:MGI Symbol;Acc:MGI:1933548],ENSMUST00000139395,5,137569387,137569582,+,196,0
ENSMUSG00000029716,Tfr2,protein_coding,transferrin receptor 2 [Source:MGI Symbol;Acc:MGI:1354956],ENSMUST00000031729,5,137587105,137587481,+,377,1
ENSMUSG00000037221,Mospd3,protein_coding,motile sperm domain containing 3 [Source:MGI Symbol;Acc:MGI:1916179],ENSMUST00000111007,5,137596645,137597021,-,377,1
ENSMUSG00000029718,Pcolce,protein_coding,procollagen C-endopeptidase enhancer protein [Source:MGI Symbol;Acc:MGI:105099],ENSMUST00000031731,5,137605103,137605162,-,60,0
ENSMUSG00000089984,Fbxo24,protein_coding,F-box protein 24 [Source:MGI Symbol;Acc:MGI:1918426],ENSMUST00000031732,5,137612503,137612756,-,254,0
ENSMUSG00000093445,Lrch4,protein_coding,leucine-rich repeats and calponin homology (CH) domain containing 4 [Source:MGI Symbol;Acc:MGI:1917193],ENSMUST00000031734,5,137640146,137641094,+,949,1
ENSMUSG00000079165,Sap25,protein_coding,sin3 associated polypeptide [Source:MGI Symbol;Acc:MGI:3802945],ENSMUST00000166099,5,137642787,137642902,+,116,0
ENSMUSG00000047182,Irs3,protein_coding,insulin receptor substrate 3 [Source:MGI Symbol;Acc:MGI:1194882],ENSMUST00000057314,5,137643032,137643686,-,655,0
ENSMUSG00000029722,Agfg2,protein_coding,ArfGAP with FG repeats 2 [Source:MGI Symbol;Acc:MGI:2443267],ENSMUST00000031736,5,137650463,137651768,-,1306,1
ENSMUSG00000045348,Nyap1,protein_coding,neuronal tyrosine-phosphorylated phosphoinositide 3-kinase adaptor 1 [Source:MGI Symbol;Acc:MGI:2443880],ENSMUST00000118326,5,137729899,137731681,-,1783,9
ENSMUSG00000029723,Tsc22d4,protein_coding,"TSC22 domain family, member 4 [Source:MGI Symbol;Acc:MGI:1926079]",ENSMUST00000100539,5,137759277,137761408,+,2132,1
ENSMUSG00000029725,Ppp1r35,protein_coding,"protein phosphatase 1, regulatory subunit 35 [Source:MGI Symbol;Acc:MGI:1922853]",ENSMUST00000031739,5,137780028,137780110,+,83,0
ENSMUSG00000029726,Mepce,protein_coding,methylphosphate capping enzyme [Source:MGI Symbol;Acc:MGI:106477],ENSMUST00000031740,5,137781906,137782431,-,526,0
ENSMUSG00000037108,Zcwpw1,protein_coding,"zinc finger, CW type with PWWP domain 1 [Source:MGI Symbol;Acc:MGI:2685899]",ENSMUST00000035852,5,137822468,137822621,+,154,0
ENSMUSG00000046245,Pilra,protein_coding,paired immunoglobin-like type 2 receptor alpha [Source:MGI Symbol;Acc:MGI:2450529],ENSMUST00000058897,5,137821952,137823471,-,1520,2
ENSMUSG00000066684,Pilrb1,protein_coding,paired immunoglobin-like type 2 receptor beta 1 [Source:MGI Symbol;Acc:MGI:2450532],ENSMUST00000199387,5,137852149,137853172,-,1024,2
ENSMUSG00000066682,Pilrb2,protein_coding,paired immunoglobin-like type 2 receptor beta 2 [Source:MGI Symbol;Acc:MGI:2450535],ENSMUST00000164886,5,137865829,137866852,-,1024,2
ENSMUSG00000029727,Cyp3a13,protein_coding,"cytochrome P450, family 3, subfamily a, polypeptide 13 [Source:MGI Symbol;Acc:MGI:88610]",ENSMUST00000031741,5,137892932,137894268,-,1337,3
ENSMUSG00000056966,Gjc3,protein_coding,"gap junction protein, gamma 3 [Source:MGI Symbol;Acc:MGI:2153041]",ENSMUST00000077119,5,137953461,137956444,-,2984,1
ENSMUSG00000037053,Azgp1,protein_coding,"alpha-2-glycoprotein 1, zinc [Source:MGI Symbol;Acc:MGI:103163]",ENSMUST00000035390,5,137989882,137990233,+,352,2
ENSMUSG00000075599,Smok3a,protein_coding,sperm motility kinase 3A [Source:MGI Symbol;Acc:MGI:3693943],ENSMUST00000085886,5,138033891,138034660,+,770,1
ENSMUSG00000079156,Smok3b,protein_coding,sperm motility kinase 3B [Source:MGI Symbol;Acc:MGI:3615348],ENSMUST00000166206,5,138050322,138050636,+,315,0
ENSMUSG00000075598,Smok3c,protein_coding,sperm motility kinase 3C [Source:MGI Symbol;Acc:MGI:3647925],ENSMUST00000110967,5,138066228,138066537,+,310,0
ENSMUSG00000029729,Zkscan1,protein_coding,zinc finger with KRAB and SCAN domains 1 [Source:MGI Symbol;Acc:MGI:1921820],ENSMUST00000019660,5,138101483,138107822,+,6340,14
ENSMUSG00000037017,Zscan21,protein_coding,zinc finger and SCAN domain containing 21 [Source:MGI Symbol;Acc:MGI:99182],ENSMUST00000110961,5,138133884,138134265,+,382,0
ENSMUSG00000037007,Zfp113,protein_coding,zinc finger protein 113 [Source:MGI Symbol;Acc:MGI:1929116],ENSMUST00000049393,5,138139702,138144666,-,4965,8
ENSMUSG00000019494,Cops6,protein_coding,COP9 signalosome subunit 6 [Source:MGI Symbol;Acc:MGI:1349439],ENSMUST00000019638,5,138163877,138164646,+,770,1
ENSMUSG00000029730,Mcm7,protein_coding,minichromosome maintenance complex component 7 [Source:MGI Symbol;Acc:MGI:1298398],ENSMUST00000000505,5,138164583,138164718,-,136,0
ENSMUSG00000019518,Ap4m1,protein_coding,"adaptor-related protein complex AP-4, mu 1 [Source:MGI Symbol;Acc:MGI:1337063]",ENSMUST00000019662,5,138178490,138180429,+,1940,0
ENSMUSG00000036980,Taf6,protein_coding,TATA-box binding protein associated factor 6 [Source:MGI Symbol;Acc:MGI:109129],ENSMUST00000048698,5,138178617,138178766,-,150,0
ENSMUSG00000036968,Cnpy4,protein_coding,canopy FGF signaling regulator 4 [Source:MGI Symbol;Acc:MGI:1913705],ENSMUST00000110934,5,138192902,138193918,+,1017,1
ENSMUSG00000049285,Mblac1,protein_coding,metallo-beta-lactamase domain containing 1 [Source:MGI Symbol;Acc:MGI:2679717],ENSMUST00000057773,5,138195181,138195621,+,441,1
ENSMUSG00000047592,Nxpe5,protein_coding,"neurexophilin and PC-esterase domain family, member 5 [Source:MGI Symbol;Acc:MGI:3584036]",ENSMUST00000159964,5,138251645,138253363,+,1719,1
ENSMUSG00000050552,Lamtor4,protein_coding,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4 [Source:MGI Symbol;Acc:MGI:1913346]",ENSMUST00000062067,5,138259138,138259395,+,258,0
ENSMUSG00000036948,BC037034,protein_coding,microtubule associated protein 11 [Source:MGI Symbol;Acc:MGI:2385896],ENSMUST00000048421,5,138259656,138260240,-,585,0
ENSMUSG00000075593,Gal3st4,protein_coding,galactose-3-O-sulfotransferase 4 [Source:MGI Symbol;Acc:MGI:1916254],ENSMUST00000161647,5,138264921,138265292,-,372,0
ENSMUSG00000029510,Gpc2,protein_coding,glypican 2 (cerebroglycan) [Source:MGI Symbol;Acc:MGI:1919201],ENSMUST00000161827,5,138273655,138274309,-,655,4
ENSMUSG00000036928,Stag3,protein_coding,stromal antigen 3 [Source:MGI Symbol;Acc:MGI:1355311],ENSMUST00000048028,5,138312045,138312393,+,349,0
ENSMUSG00000109713,Pvrig,protein_coding,poliovirus receptor related immunoglobulin domain containing [Source:MGI Symbol;Acc:MGI:5596028],ENSMUST00000211088,5,138343191,138343557,+,367,0
ENSMUSG00000036898,Zfp157,protein_coding,zinc finger protein 157 [Source:MGI Symbol;Acc:MGI:1919404],ENSMUST00000085856,5,138457246,138460694,+,3449,12
ENSMUSG00000029526,1700123K08Rik,protein_coding,RIKEN cDNA 1700123K08 gene [Source:MGI Symbol;Acc:MGI:1923908],ENSMUST00000031501,5,138561840,138561964,-,125,0
ENSMUSG00000058291,Zfp68,protein_coding,zinc finger protein 68 [Source:MGI Symbol;Acc:MGI:1344427],ENSMUST00000110905,5,138603652,138606238,-,2587,10
ENSMUSG00000056014,A430033K04Rik,protein_coding,RIKEN cDNA A430033K04 gene [Source:MGI Symbol;Acc:MGI:3583896],ENSMUST00000069862,5,138647898,138648836,+,939,1
ENSMUSG00000025854,Fam20c,protein_coding,"family with sequence similarity 20, member C [Source:MGI Symbol;Acc:MGI:2136853]",ENSMUST00000026972,5,138809358,138810077,+,720,0
ENSMUSG00000025856,Pdgfa,protein_coding,"platelet derived growth factor, alpha [Source:MGI Symbol;Acc:MGI:97527]",ENSMUST00000076095,5,138976014,138977216,-,1203,3
ENSMUSG00000025855,Prkar1b,protein_coding,"protein kinase, cAMP dependent regulatory, type I beta [Source:MGI Symbol;Acc:MGI:97759]",ENSMUST00000026973,5,139017306,139018658,-,1353,1
ENSMUSG00000025857,Dnaaf5,protein_coding,"dynein, axonemal assembly factor 5 [Source:MGI Symbol;Acc:MGI:3616079]",ENSMUST00000026975,5,139185647,139186510,+,864,4
ENSMUSG00000036817,Sun1,protein_coding,Sad1 and UNC84 domain containing 1 [Source:MGI Symbol;Acc:MGI:1924303],ENSMUST00000058716,5,139248532,139249840,+,1309,5
ENSMUSG00000025858,Get4,protein_coding,golgi to ER traffic protein 4 [Source:MGI Symbol;Acc:MGI:1914854],ENSMUST00000026976,5,139269070,139270051,+,982,5
ENSMUSG00000056413,Adap1,protein_coding,ArfGAP with dual PH domains 1 [Source:MGI Symbol;Acc:MGI:2442201],ENSMUST00000110865,5,139271876,139273047,-,1172,1
ENSMUSG00000045438,Cox19,protein_coding,cytochrome c oxidase assembly protein 19 [Source:MGI Symbol;Acc:MGI:1915283],ENSMUST00000049630,5,139336189,139338290,-,2102,1
ENSMUSG00000053553,3110082I17Rik,protein_coding,RIKEN cDNA 3110082I17 gene [Source:MGI Symbol;Acc:MGI:1920462],ENSMUST00000198474,5,139359739,139361171,-,1433,2
ENSMUSG00000044197,Gpr146,protein_coding,G protein-coupled receptor 146 [Source:MGI Symbol;Acc:MGI:1933113],ENSMUST00000051293,5,139393447,139396415,+,2969,3
ENSMUSG00000044092,C130050O18Rik,protein_coding,RIKEN cDNA C130050O18 gene [Source:MGI Symbol;Acc:MGI:2442694],ENSMUST00000163940,5,139415265,139415621,+,357,0
ENSMUSG00000053647,Gper1,protein_coding,G protein-coupled estrogen receptor 1 [Source:MGI Symbol;Acc:MGI:1924104],ENSMUST00000066211,5,139427030,139427800,+,771,0
ENSMUSG00000053581,Zfand2a,protein_coding,"zinc finger, AN1-type domain 2A [Source:MGI Symbol;Acc:MGI:2140729]",ENSMUST00000079996,5,139471211,139473538,-,2328,1
ENSMUSG00000029546,Uncx,protein_coding,UNC homeobox [Source:MGI Symbol;Acc:MGI:108013],ENSMUST00000174792,5,139544775,139545268,+,494,2
ENSMUSG00000036718,Micall2,protein_coding,MICAL-like 2 [Source:MGI Symbol;Acc:MGI:2444818],ENSMUST00000170773,5,139706696,139706835,-,140,0
ENSMUSG00000029547,Ints1,protein_coding,integrator complex subunit 1 [Source:MGI Symbol;Acc:MGI:1915760],ENSMUST00000072607,5,139751282,139751517,-,236,0
ENSMUSG00000018143,Mafk,protein_coding,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian) [Source:MGI Symbol;Acc:MGI:99951]",ENSMUST00000018287,5,139800520,139802653,+,2134,6
ENSMUSG00000036687,Tmem184a,protein_coding,transmembrane protein 184a [Source:MGI Symbol;Acc:MGI:2385897],ENSMUST00000110832,5,139802485,139805481,-,2997,4
ENSMUSG00000029551,Psmg3,protein_coding,"proteasome (prosome, macropain) assembly chaperone 3 [Source:MGI Symbol;Acc:MGI:1913756]",ENSMUST00000031531,5,139823592,139823920,-,329,0
ENSMUSG00000048988,Elfn1,protein_coding,"leucine rich repeat and fibronectin type III, extracellular 1 [Source:MGI Symbol;Acc:MGI:2442479]",ENSMUST00000050519,5,139973730,139974722,+,993,0
ENSMUSG00000029554,Mad1l1,protein_coding,MAD1 mitotic arrest deficient 1-like 1 [Source:MGI Symbol;Acc:MGI:1341857],ENSMUST00000031534,5,140008689,140009115,-,427,0
ENSMUSG00000036639,Nudt1,protein_coding,nudix (nucleoside diphosphate linked moiety X)-type motif 1 [Source:MGI Symbol;Acc:MGI:109280],ENSMUST00000071881,5,140337766,140338137,+,372,0
ENSMUSG00000029557,Mrm2,protein_coding,mitochondrial rRNA methyltransferase 2 [Source:MGI Symbol;Acc:MGI:1915267],ENSMUST00000031536,5,140327674,140328337,-,664,1
ENSMUSG00000029560,Snx8,protein_coding,sorting nexin 8 [Source:MGI Symbol;Acc:MGI:2443816],ENSMUST00000196130,5,140340301,140341528,-,1228,0
ENSMUSG00000056076,Eif3b,protein_coding,"eukaryotic translation initiation factor 3, subunit B [Source:MGI Symbol;Acc:MGI:106478]",ENSMUST00000100507,5,140442874,140443360,+,487,0
ENSMUSG00000036599,Chst12,protein_coding,carbohydrate sulfotransferase 12 [Source:MGI Symbol;Acc:MGI:1929064],ENSMUST00000043050,5,140524880,140525724,+,845,1
ENSMUSG00000036586,Grifin,protein_coding,galectin-related inter-fiber protein [Source:MGI Symbol;Acc:MGI:1925248],ENSMUST00000042993,5,140563119,140563278,-,160,0
ENSMUSG00000029570,Lfng,protein_coding,LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1095413],ENSMUST00000031555,5,140614474,140615545,+,1072,3
ENSMUSG00000036565,Ttyh3,protein_coding,tweety family member 3 [Source:MGI Symbol;Acc:MGI:1925589],ENSMUST00000197452,5,140620578,140623515,-,2938,2
ENSMUSG00000036555,Iqce,protein_coding,IQ motif containing E [Source:MGI Symbol;Acc:MGI:1921489],ENSMUST00000041783,5,140661827,140665365,-,3539,2
ENSMUSG00000000148,Brat1,protein_coding,BRCA1-associated ATM activator 1 [Source:MGI Symbol;Acc:MGI:1891679],ENSMUST00000110806,5,140717341,140719330,+,1990,0
ENSMUSG00000050022,Amz1,protein_coding,archaelysin family metallopeptidase 1 [Source:MGI Symbol;Acc:MGI:2442258],ENSMUST00000120630,5,140752496,140754691,+,2196,0
ENSMUSG00000000149,Gna12,protein_coding,"guanine nucleotide binding protein, alpha 12 [Source:MGI Symbol;Acc:MGI:95767]",ENSMUST00000000153,5,140758408,140760548,-,2141,2
ENSMUSG00000036526,Card11,protein_coding,"caspase recruitment domain family, member 11 [Source:MGI Symbol;Acc:MGI:1916978]",ENSMUST00000085786,5,140872990,140873324,-,335,0
ENSMUSG00000039683,Sdk1,protein_coding,sidekick cell adhesion molecule 1 [Source:MGI Symbol;Acc:MGI:2444413],ENSMUST00000085774,5,142212176,142215586,+,3411,1
ENSMUSG00000056493,Foxk1,protein_coding,forkhead box K1 [Source:MGI Symbol;Acc:MGI:1347488],ENSMUST00000072837,5,142456757,142462011,+,5255,3
ENSMUSG00000039623,Ap5z1,protein_coding,"adaptor-related protein complex 5, zeta 1 subunit [Source:MGI Symbol;Acc:MGI:1924908]",ENSMUST00000038699,5,142477487,142478710,+,1224,2
ENSMUSG00000029576,Radil,protein_coding,Ras association and DIL domains [Source:MGI Symbol;Acc:MGI:2443088],ENSMUST00000063635,5,142484839,142485142,-,304,2
ENSMUSG00000074817,Papolb,protein_coding,poly (A) polymerase beta (testis specific) [Source:MGI Symbol;Acc:MGI:1932115],ENSMUST00000099400,5,142525838,142527957,-,2120,5
ENSMUSG00000039533,Mmd2,protein_coding,monocyte to macrophage differentiation-associated 2 [Source:MGI Symbol;Acc:MGI:1922354],ENSMUST00000037048,5,142562358,142564737,-,2380,4
ENSMUSG00000029578,Wipi2,protein_coding,"WD repeat domain, phosphoinositide interacting 2 [Source:MGI Symbol;Acc:MGI:1923831]",ENSMUST00000036872,5,142666973,142670588,+,3616,3
ENSMUSG00000050822,Slc29a4,protein_coding,"solute carrier family 29 (nucleoside transporters), member 4 [Source:MGI Symbol;Acc:MGI:2385330]",ENSMUST00000058418,5,142721491,142722490,+,1000,1
ENSMUSG00000039477,Tnrc18,protein_coding,trinucleotide repeat containing 18 [Source:MGI Symbol;Acc:MGI:3648294],ENSMUST00000152247,5,142724661,142725980,-,1320,0
ENSMUSG00000066640,Fbxl18,protein_coding,F-box and leucine-rich repeat protein 18 [Source:MGI Symbol;Acc:MGI:2444450],ENSMUST00000110766,5,142866946,142872363,-,5418,4
ENSMUSG00000029580,Actb,protein_coding,"actin, beta [Source:MGI Symbol;Acc:MGI:87904]",ENSMUST00000100497,5,142903115,142903797,-,683,1
ENSMUSG00000029581,Fscn1,protein_coding,fascin actin-bundling protein 1 [Source:MGI Symbol;Acc:MGI:1352745],ENSMUST00000031565,5,142972099,142973185,+,1087,0
ENSMUSG00000045078,Rnf216,protein_coding,ring finger protein 216 [Source:MGI Symbol;Acc:MGI:1344349],ENSMUST00000053498,5,142990893,142992648,-,1756,1
ENSMUSG00000090981,Olfr718-ps1,protein_coding,"olfactory receptor 718, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3030552]",ENSMUST00000215102,5,143134014,143137231,-,3218,1
ENSMUSG00000061898,Rbak,protein_coding,RB-associated KRAB zinc finger [Source:MGI Symbol;Acc:MGI:1927369],ENSMUST00000049861,5,143172186,143173160,-,975,6
ENSMUSG00000029586,Spdye4b,protein_coding,"speedy/RINGO cell cycle regulator family, member E4B [Source:MGI Symbol;Acc:MGI:3612701]",ENSMUST00000031574,5,143204167,143205075,+,909,2
ENSMUSG00000039296,Spdye4a,protein_coding,"speedy/RINGO cell cycle regulator family, member E4A [Source:MGI Symbol;Acc:MGI:1921923]",ENSMUST00000085733,5,143216316,143217209,-,894,3
ENSMUSG00000029587,Zfp12,protein_coding,zinc finger protein 12 [Source:MGI Symbol;Acc:MGI:99157],ENSMUST00000032591,5,143245885,143248834,+,2950,4
ENSMUSG00000046658,Zfp316,protein_coding,zinc finger protein 316 [Source:MGI Symbol;Acc:MGI:1860402],ENSMUST00000161448,5,143249697,143253208,-,3512,2
ENSMUSG00000093910,Zfp853,protein_coding,zinc finger protein 853 [Source:MGI Symbol;Acc:MGI:2685638],ENSMUST00000212355,5,143287038,143287706,-,669,0
ENSMUSG00000039244,E130309D02Rik,protein_coding,RIKEN cDNA E130309D02 gene [Source:MGI Symbol;Acc:MGI:2442621],ENSMUST00000046418,5,143301207,143301801,-,595,0
ENSMUSG00000001844,Zdhhc4,protein_coding,"zinc finger, DHHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1920131]",ENSMUST00000001900,5,143316489,143316541,-,53,0
ENSMUSG00000010825,Grid2ip,protein_coding,"glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1 [Source:MGI Symbol;Acc:MGI:2176213]",ENSMUST00000120825,5,143391469,143392152,+,684,0
ENSMUSG00000079111,Kdelr2,protein_coding,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 [Source:MGI Symbol;Acc:MGI:1914163],ENSMUST00000110731,5,143420836,143421901,+,1066,1
ENSMUSG00000039206,Daglb,protein_coding,"diacylglycerol lipase, beta [Source:MGI Symbol;Acc:MGI:2442032]",ENSMUST00000045593,5,143503400,143505942,+,2543,8
ENSMUSG00000001847,Rac1,protein_coding,Rac family small GTPase 1 [Source:MGI Symbol;Acc:MGI:97845],ENSMUST00000080537,5,143503634,143506974,-,3341,8
ENSMUSG00000118332,Fam220a,protein_coding,"family with sequence similarity 220, member A [Source:MGI Symbol;Acc:MGI:1914488]",ENSMUST00000119488,5,143562778,143564531,+,1754,5
ENSMUSG00000083012,Fam220a,protein_coding,"family with sequence similarity 220, member A [Source:MGI Symbol;Acc:MGI:1914488]",ENSMUST00000200267,5,143563618,143564531,+,914,5
ENSMUSG00000018001,Cyth3,protein_coding,cytohesin 3 [Source:MGI Symbol;Acc:MGI:1335107],ENSMUST00000116456,5,143707906,143710250,+,2345,5
ENSMUSG00000051306,Usp42,protein_coding,ubiquitin specific peptidase 42 [Source:MGI Symbol;Acc:MGI:1924050],ENSMUST00000053287,5,143710325,143711342,-,1018,9
ENSMUSG00000029613,Eif2ak1,protein_coding,eukaryotic translation initiation factor 2 alpha kinase 1 [Source:MGI Symbol;Acc:MGI:1353448],ENSMUST00000100487,5,143901890,143904251,+,2362,1
ENSMUSG00000029607,Ankrd61,protein_coding,ankyrin repeat domain 61 [Source:MGI Symbol;Acc:MGI:1913979],ENSMUST00000110717,5,143890741,143890889,-,149,0
ENSMUSG00000029610,Aimp2,protein_coding,aminoacyl tRNA synthetase complex-interacting multifunctional protein 2 [Source:MGI Symbol;Acc:MGI:2385237],ENSMUST00000100483,5,143902704,143902801,-,98,0
ENSMUSG00000079109,Pms2,protein_coding,"PMS1 homolog2, mismatch repair system component [Source:MGI Symbol;Acc:MGI:104288]",ENSMUST00000148011,5,143931160,143933968,+,2809,3
ENSMUSG00000104633,Gm42421,protein_coding,"predicted gene, 42421 [Source:MGI Symbol;Acc:MGI:5649069]",ENSMUST00000172367,5,143937090,143937309,+,220,0
ENSMUSG00000075569,Rsph10b,protein_coding,radial spoke head 10 homolog B (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:1922386],ENSMUST00000166847,5,143985629,143985719,+,91,0
ENSMUSG00000029617,Ccz1,protein_coding,CCZ1 vacuolar protein trafficking and biogenesis associated [Source:MGI Symbol;Acc:MGI:2141070],ENSMUST00000031621,5,143987909,143988193,-,285,2
ENSMUSG00000029618,Ocm,protein_coding,oncomodulin [Source:MGI Symbol;Acc:MGI:97401],ENSMUST00000031622,5,144019804,144020075,-,272,1
ENSMUSG00000038970,Lmtk2,protein_coding,lemur tyrosine kinase 2 [Source:MGI Symbol;Acc:MGI:3036247],ENSMUST00000041804,5,144184745,144188204,+,3460,8
ENSMUSG00000052271,Bhlha15,protein_coding,"basic helix-loop-helix family, member a15 [Source:MGI Symbol;Acc:MGI:891976]",ENSMUST00000060747,5,144191666,144194441,+,2776,1
ENSMUSG00000066621,Tecpr1,protein_coding,tectonin beta-propeller repeat containing 1 [Source:MGI Symbol;Acc:MGI:1917631],ENSMUST00000085701,5,144194442,144195915,-,1474,3
ENSMUSG00000047843,Bri3,protein_coding,brain protein I3 [Source:MGI Symbol;Acc:MGI:1933174],ENSMUST00000056578,5,144264142,144264574,+,433,0
ENSMUSG00000038859,Baiap2l1,protein_coding,BAI1-associated protein 2-like 1 [Source:MGI Symbol;Acc:MGI:1914148],ENSMUST00000055190,5,144264526,144265956,-,1431,3
ENSMUSG00000059991,Nptx2,protein_coding,neuronal pentraxin 2 [Source:MGI Symbol;Acc:MGI:1858209],ENSMUST00000071782,5,144556395,144557478,+,1084,4
ENSMUSG00000043388,Tmem130,protein_coding,transmembrane protein 130 [Source:MGI Symbol;Acc:MGI:3607706],ENSMUST00000061446,5,144735915,144737342,-,1428,0
ENSMUSG00000045482,Trrap,protein_coding,transformation/transcription domain-associated protein [Source:MGI Symbol;Acc:MGI:2153272],ENSMUST00000100467,5,144858959,144859778,+,820,4
ENSMUSG00000038780,Smurf1,protein_coding,SMAD specific E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1923038],ENSMUST00000110677,5,144876495,144879356,-,2862,4
ENSMUSG00000038770,Kpna7,protein_coding,karyopherin alpha 7 (importin alpha 8) [Source:MGI Symbol;Acc:MGI:2141165],ENSMUST00000110673,5,144983519,144984217,-,699,1
ENSMUSG00000061707,Gm4871,protein_coding,predicted gene 4871 [Source:MGI Symbol;Acc:MGI:3648713],ENSMUST00000071421,5,145029600,145029726,-,127,0
ENSMUSG00000029620,1700018F24Rik,protein_coding,RIKEN cDNA 1700018F24 gene [Source:MGI Symbol;Acc:MGI:1916646],ENSMUST00000031624,5,145045552,145045681,+,130,1
ENSMUSG00000029621,Arpc1a,protein_coding,"actin related protein 2/3 complex, subunit 1A [Source:MGI Symbol;Acc:MGI:1928896]",ENSMUST00000031625,5,145108416,145108761,+,346,1
ENSMUSG00000029622,Arpc1b,protein_coding,"actin related protein 2/3 complex, subunit 1B [Source:MGI Symbol;Acc:MGI:1343142]",ENSMUST00000085679,5,145127860,145129699,+,1840,2
ENSMUSG00000029623,Pdap1,protein_coding,PDGFA associated protein 1 [Source:MGI Symbol;Acc:MGI:2448536],ENSMUST00000031627,5,145128769,145130316,-,1548,1
ENSMUSG00000038722,Bud31,protein_coding,BUD31 homolog [Source:MGI Symbol;Acc:MGI:2141291],ENSMUST00000162594,5,145147886,145148078,+,193,0
ENSMUSG00000029624,Ptcd1,protein_coding,pentatricopeptide repeat domain 1 [Source:MGI Symbol;Acc:MGI:1919049],ENSMUST00000031628,5,145147514,145148331,-,818,1
